ad_id,ad_name,campaign_id,campaign_name,ad_type,platform,reporting_date,age_group,gender,impressions,clicks,spend,conversions,conversion_value
AD_0835,Ad Creative 835,CMP_04,Campaign 7,Image,Instagram,20-07-24,55+,Female,98549,118,5824.66,85,8405.28
AD_0836,Ad Creative 836,CMP_12,Campaign 11,Carousel,Facebook,31-07-24,35-44,All,63701,7753,3370.63,775,37704.39
AD_0837,Ad Creative 837,CMP_11,Campaign 4,Image,Instagram,28-07-24,45-54,All,52238,6200,572.89,625,26276.64
AD_0838,Ad Creative 838,CMP_08,Campaign 12,Text,Instagram,17-07-24,45-54,All,18211,420,1229.38,308,17789.05
AD_0839,Ad Creative 839,CMP_01,Campaign 12,Image,Instagram,22-07-24,45-54,Male,24643,51,9575.49,40,3325.43
AD_0840,Ad Creative 840,CMP_12,Campaign 14,Text,Facebook,24-07-24,45-54,Female,79539,7938,7392.18,409,33315.68
AD_0841,Ad Creative 841,CMP_19,Campaign 17,Image,Facebook,16-07-24,18-24,Female,79593,3196,1432.04,729,41410.77
AD_0842,Ad Creative 842,CMP_04,Campaign 16,Video,Facebook,07-07-24,25-34,All,88229,8990,4668.3,895,81155.71
AD_0843,Ad Creative 843,CMP_06,Campaign 11,Text,Instagram,08-07-24,35-44,All,91748,1465,4349.22,108,8037.24
AD_0844,Ad Creative 844,CMP_16,Campaign 3,Carousel,Facebook,30-07-24,55+,All,62439,2016,1358,681,39572.16
AD_0845,Ad Creative 845,CMP_13,Campaign 18,Text,Facebook,08-07-24,35-44,Male,8486,5623,9101.72,386,29670.7
AD_0846,Ad Creative 846,CMP_07,Campaign 4,Carousel,Facebook,28-07-24,35-44,Female,38148,1436,891.85,114,8738.36
AD_0847,Ad Creative 847,CMP_13,Campaign 14,Carousel,Instagram,26-07-24,25-34,All,75627,27,619.32,9,523.84
AD_0848,Ad Creative 848,CMP_18,Campaign 15,Carousel,Facebook,27-07-24,35-44,Male,87008,9856,2221.8,604,27529.18
AD_0849,Ad Creative 849,CMP_02,Campaign 20,Carousel,Instagram,17-07-24,18-24,Female,65524,7467,6014.85,150,3469.25
AD_0850,Ad Creative 850,CMP_10,Campaign 13,Image,Instagram,05-07-24,25-34,All,92615,9403,6310.96,489,14383.18
AD_0851,Ad Creative 851,CMP_13,Campaign 10,Video,Facebook,18-07-24,45-54,Female,29510,861,1790.61,794,42777.08
AD_0852,Ad Creative 852,CMP_17,Campaign 10,Carousel,Facebook,23-07-24,55+,Female,55379,7756,7577.26,356,16089.66
AD_0853,Ad Creative 853,CMP_02,Campaign 10,Text,Facebook,19-07-24,25-34,Female,12765,2144,7522.79,331,20599.63
AD_0854,Ad Creative 854,CMP_07,Campaign 1,Carousel,Facebook,22-07-24,25-34,Female,91230,7904,8972.23,298,8605.93
AD_0855,Ad Creative 855,CMP_16,Campaign 6,Image,Facebook,17-07-24,35-44,All,55992,2756,563.79,948,39818.41
AD_0856,Ad Creative 856,CMP_04,Campaign 8,Text,Instagram,10-07-24,55+,Male,56871,2434,7225.64,642,20576.16
AD_0857,Ad Creative 857,CMP_03,Campaign 15,Text,Instagram,21-07-24,45-54,Female,85573,6150,6918.1,794,64773.94
AD_0858,Ad Creative 858,CMP_17,Campaign 8,Image,Instagram,09-07-24,18-24,All,1530,245,826.83,29,1566.86
AD_0859,Ad Creative 859,CMP_10,Campaign 19,Video,Facebook,11-07-24,18-24,All,23746,6290,9999.54,495,36256.93
AD_0860,Ad Creative 860,CMP_18,Campaign 18,Text,Facebook,17-07-24,55+,All,70462,3029,8128.77,415,4887.53
AD_0861,Ad Creative 861,CMP_04,Campaign 6,Video,Facebook,18-07-24,45-54,Female,93562,2033,7530.01,771,74718.61
AD_0862,Ad Creative 862,CMP_03,Campaign 18,Carousel,Facebook,03-07-24,18-24,All,16137,641,5751.02,131,9004.63
AD_0863,Ad Creative 863,CMP_01,Campaign 8,Carousel,Facebook,31-07-24,55+,Female,39145,5956,5444.5,989,47545.8
AD_0864,Ad Creative 864,CMP_11,Campaign 17,Carousel,Facebook,23-07-24,18-24,All,86407,8750,1398.98,455,24633.63
AD_0865,Ad Creative 865,CMP_07,Campaign 5,Video,Instagram,09-07-24,25-34,All,5873,1942,1881.14,37,1368.03
AD_0866,Ad Creative 866,CMP_06,Campaign 13,Text,Facebook,31-07-24,35-44,All,81577,6914,5498.71,76,2543.01
AD_0867,Ad Creative 867,CMP_09,Campaign 7,Carousel,Facebook,14-07-24,25-34,Female,55760,2346,2038.03,548,36530.3
AD_0868,Ad Creative 868,CMP_09,Campaign 4,Image,Instagram,03-07-24,35-44,All,56846,6208,9640.2,26,839.14
AD_0869,Ad Creative 869,CMP_08,Campaign 9,Image,Facebook,13-07-24,25-34,Female,11672,5944,3335.51,931,32205.87
AD_0870,Ad Creative 870,CMP_19,Campaign 16,Image,Instagram,23-07-24,55+,Female,13772,2023,5264.99,179,15894.5
AD_0871,Ad Creative 871,CMP_11,Campaign 13,Video,Instagram,26-07-24,55+,All,72301,4440,991.11,622,8904.98
AD_0872,Ad Creative 872,CMP_17,Campaign 5,Video,Facebook,13-07-24,55+,All,77947,6597,5923.31,488,16257.96
AD_0873,Ad Creative 873,CMP_08,Campaign 20,Text,Instagram,06-07-24,45-54,Female,35054,866,6392.12,742,32138.66
AD_0874,Ad Creative 874,CMP_08,Campaign 10,Image,Instagram,14-07-24,35-44,Male,61438,8228,2758.59,293,14210.17
AD_0875,Ad Creative 875,CMP_06,Campaign 19,Image,Facebook,24-07-24,35-44,All,83198,1302,7299.67,78,7412.97
AD_0876,Ad Creative 876,CMP_05,Campaign 16,Text,Facebook,13-07-24,18-24,All,64608,175,6770.49,108,10143.33
AD_0877,Ad Creative 877,CMP_12,Campaign 8,Image,Instagram,31-07-24,25-34,All,24937,119,4250.08,91,5286.12
AD_0878,Ad Creative 878,CMP_17,Campaign 12,Image,Instagram,16-07-24,45-54,Male,68628,3687,751.69,179,15312.88
AD_0879,Ad Creative 879,CMP_18,Campaign 4,Carousel,Instagram,16-07-24,35-44,Female,48937,1855,9140.49,346,11237.69
AD_0880,Ad Creative 880,CMP_17,Campaign 2,Text,Instagram,02-07-24,35-44,Male,27936,36,3936.52,36,3350.7
AD_0881,Ad Creative 881,CMP_12,Campaign 6,Text,Instagram,01-07-24,18-24,Female,80688,7542,2983.86,336,6600.64
AD_0882,Ad Creative 882,CMP_14,Campaign 4,Text,Facebook,05-07-24,35-44,Male,64503,3236,5291.2,86,7814.47
AD_0883,Ad Creative 883,CMP_06,Campaign 18,Carousel,Facebook,15-07-24,45-54,Male,61705,6477,2993.2,383,18594.93
AD_0884,Ad Creative 884,CMP_07,Campaign 4,Video,Instagram,02-07-24,25-34,Female,18343,5795,4339.88,765,32383.45
AD_0885,Ad Creative 885,CMP_16,Campaign 9,Image,Instagram,16-07-24,55+,Female,55198,5426,316.55,922,64501.68
AD_0886,Ad Creative 886,CMP_13,Campaign 17,Text,Facebook,04-07-24,18-24,Male,89366,2087,7511.02,332,26636.48
AD_0887,Ad Creative 887,CMP_08,Campaign 2,Carousel,Instagram,20-07-24,18-24,Female,16541,2548,5000.26,352,27830.76
AD_0888,Ad Creative 888,CMP_08,Campaign 20,Video,Facebook,08-07-24,35-44,Male,62949,4742,4859.55,288,22602.53
AD_0889,Ad Creative 889,CMP_04,Campaign 17,Video,Facebook,28-07-24,55+,All,34551,4052,8206.18,682,18998.56
AD_0890,Ad Creative 890,CMP_09,Campaign 7,Video,Instagram,01-07-24,55+,Male,83172,2436,1205.05,234,10791.02
AD_0891,Ad Creative 891,CMP_08,Campaign 8,Carousel,Instagram,16-07-24,18-24,All,11929,834,4073.27,389,14618.67
AD_0892,Ad Creative 892,CMP_12,Campaign 14,Video,Instagram,29-07-24,18-24,Male,55987,846,1100.99,311,13286.5
AD_0893,Ad Creative 893,CMP_10,Campaign 16,Carousel,Facebook,14-07-24,25-34,Female,5369,4,6604.48,0,0
AD_0894,Ad Creative 894,CMP_01,Campaign 18,Video,Instagram,12-07-24,35-44,All,64403,5956,3043.91,342,6402.19
AD_0895,Ad Creative 895,CMP_07,Campaign 19,Text,Facebook,29-07-24,18-24,Male,77199,8664,3716.24,619,42415.34
AD_0896,Ad Creative 896,CMP_07,Campaign 7,Text,Facebook,03-07-24,55+,All,82527,9860,410.87,123,11949.42
AD_0897,Ad Creative 897,CMP_18,Campaign 5,Image,Facebook,07-07-24,45-54,All,44954,4939,4742.25,742,58238.78
AD_0898,Ad Creative 898,CMP_18,Campaign 12,Carousel,Instagram,21-07-24,18-24,Female,93281,4137,8770.81,912,79170.22
AD_0899,Ad Creative 899,CMP_01,Campaign 6,Carousel,Facebook,10-07-24,18-24,All,8884,7910,5237.87,429,41063.87
AD_0900,Ad Creative 900,CMP_13,Campaign 16,Image,Facebook,15-07-24,55+,Female,7978,6507,6938.19,995,76281.05
AD_0901,Ad Creative 901,CMP_01,Campaign 6,Video,Facebook,29-07-24,55+,Female,73737,6393,6072.38,410,11735.52
AD_0902,Ad Creative 902,CMP_09,Campaign 18,Image,Facebook,08-07-24,18-24,All,66046,8602,3034.45,265,7905.02
AD_0903,Ad Creative 903,CMP_09,Campaign 5,Carousel,Facebook,21-07-24,25-34,Male,31233,4781,6396.33,40,3791.37
AD_0904,Ad Creative 904,CMP_12,Campaign 11,Image,Instagram,24-07-24,25-34,Female,70080,1903,6486.63,1,66.94
AD_0905,Ad Creative 905,CMP_01,Campaign 12,Video,Instagram,06-07-24,35-44,Male,80158,4831,9852.62,332,22023.54
AD_0906,Ad Creative 906,CMP_09,Campaign 20,Video,Instagram,08-07-24,35-44,Female,70446,9556,7226.16,108,7768.48
AD_0907,Ad Creative 907,CMP_05,Campaign 15,Video,Instagram,12-07-24,25-34,Female,26738,9529,8077.43,644,50077.95
AD_0908,Ad Creative 908,CMP_06,Campaign 7,Text,Facebook,21-07-24,35-44,Male,12290,8125,4594.17,185,15429.71
AD_0909,Ad Creative 909,CMP_20,Campaign 7,Image,Facebook,03-07-24,45-54,Male,40663,2669,1777.75,906,41202.85
AD_0910,Ad Creative 910,CMP_01,Campaign 20,Image,Instagram,13-07-24,18-24,Male,59650,6594,7243.21,102,2280.33
AD_0911,Ad Creative 911,CMP_08,Campaign 3,Carousel,Facebook,31-07-24,55+,Male,1786,1563,6445,850,11846.11
AD_0912,Ad Creative 912,CMP_03,Campaign 7,Video,Instagram,25-07-24,55+,Female,1241,217,7361.45,138,5582.8
AD_0913,Ad Creative 913,CMP_18,Campaign 9,Image,Facebook,27-07-24,18-24,Male,21393,5036,4789.34,339,10828.61
AD_0914,Ad Creative 914,CMP_05,Campaign 1,Video,Facebook,08-07-24,45-54,Female,71397,4861,5115.67,105,8954.77
AD_0915,Ad Creative 915,CMP_13,Campaign 4,Text,Facebook,04-07-24,25-34,Male,19326,5788,2868.82,671,62370.91
AD_0916,Ad Creative 916,CMP_03,Campaign 2,Video,Facebook,14-07-24,55+,Female,36947,5854,6157.16,78,1610.82
AD_0917,Ad Creative 917,CMP_10,Campaign 20,Carousel,Instagram,29-07-24,18-24,Female,78602,2971,4252.73,695,62814.5
AD_0918,Ad Creative 918,CMP_03,Campaign 1,Video,Facebook,11-07-24,25-34,Female,65447,6047,2654.38,955,87505.33
AD_0919,Ad Creative 919,CMP_09,Campaign 5,Image,Instagram,05-07-24,25-34,Female,58559,7838,673.6,834,51712.89
AD_0920,Ad Creative 920,CMP_14,Campaign 20,Carousel,Facebook,26-07-24,25-34,Female,46227,5231,4238.61,506,36638.38
AD_0921,Ad Creative 921,CMP_18,Campaign 8,Text,Facebook,19-07-24,45-54,All,54884,9000,5387.7,509,27656.07
AD_0922,Ad Creative 922,CMP_07,Campaign 1,Carousel,Instagram,31-07-24,25-34,Male,75753,3593,872.96,719,30596.22
AD_0923,Ad Creative 923,CMP_05,Campaign 10,Text,Facebook,27-07-24,55+,Female,7818,7465,3608.9,357,30858.94
AD_0924,Ad Creative 924,CMP_04,Campaign 5,Text,Facebook,23-07-24,45-54,Female,31794,3452,2246.26,847,65413.46
AD_0925,Ad Creative 925,CMP_20,Campaign 6,Image,Facebook,12-07-24,25-34,Male,7098,5745,6627.64,108,1797.05
AD_0926,Ad Creative 926,CMP_05,Campaign 6,Text,Facebook,24-07-24,55+,All,32128,1262,5692.05,12,998.81
AD_0927,Ad Creative 927,CMP_01,Campaign 10,Image,Facebook,02-07-24,18-24,All,39267,7703,7225.71,421,21032.16
AD_0928,Ad Creative 928,CMP_14,Campaign 15,Carousel,Instagram,23-07-24,25-34,Female,98462,2843,1603.91,515,23522.71
AD_0929,Ad Creative 929,CMP_05,Campaign 7,Text,Facebook,08-07-24,45-54,Male,20562,4453,919.82,996,43804.5
AD_0930,Ad Creative 930,CMP_15,Campaign 16,Carousel,Instagram,27-07-24,45-54,Male,97789,9163,8417.21,619,51680.49
AD_0931,Ad Creative 931,CMP_04,Campaign 4,Image,Instagram,20-07-24,35-44,Male,7175,6580,6466.65,380,10459.79
AD_0932,Ad Creative 932,CMP_20,Campaign 1,Carousel,Facebook,18-07-24,25-34,All,31405,4623,5415.91,166,2635.87
AD_0933,Ad Creative 933,CMP_02,Campaign 19,Text,Facebook,02-07-24,35-44,Male,4252,1968,850.85,275,16860.54
AD_0934,Ad Creative 934,CMP_17,Campaign 7,Carousel,Instagram,24-07-24,35-44,Male,40459,138,7516.92,91,8762.07
AD_0935,Ad Creative 935,CMP_04,Campaign 17,Video,Facebook,19-07-24,45-54,Female,92108,1595,4073.16,339,26011.68
AD_0936,Ad Creative 936,CMP_03,Campaign 3,Video,Facebook,26-07-24,25-34,All,76865,612,1612.65,297,21209.86
AD_0937,Ad Creative 937,CMP_17,Campaign 11,Text,Facebook,11-07-24,35-44,Female,21118,8218,9922.79,528,34207.27
AD_0938,Ad Creative 938,CMP_13,Campaign 8,Video,Facebook,31-07-24,25-34,All,81729,7059,8906.85,40,3187.03
AD_0939,Ad Creative 939,CMP_10,Campaign 18,Image,Instagram,04-07-24,45-54,Female,82295,8151,8047.36,99,2260.77
AD_0940,Ad Creative 940,CMP_12,Campaign 3,Image,Facebook,23-07-24,45-54,Female,22255,4843,682.08,165,10211.2
AD_0941,Ad Creative 941,CMP_05,Campaign 4,Text,Facebook,12-07-24,35-44,Female,62041,4194,8766.64,781,53519.03
AD_0942,Ad Creative 942,CMP_11,Campaign 12,Image,Instagram,17-07-24,45-54,Female,53622,2113,3667.64,451,38801.88
AD_0943,Ad Creative 943,CMP_08,Campaign 18,Image,Facebook,28-07-24,18-24,Female,89473,699,9774.33,635,9610.9
AD_0944,Ad Creative 944,CMP_13,Campaign 15,Image,Instagram,15-07-24,45-54,All,49269,2592,3993.1,583,9659.19
AD_0945,Ad Creative 945,CMP_13,Campaign 14,Video,Instagram,11-07-24,18-24,Female,70148,7616,858.68,111,8420.46
AD_0946,Ad Creative 946,CMP_04,Campaign 9,Text,Facebook,18-07-24,25-34,Female,44892,9901,2126.75,497,38127.67
AD_0947,Ad Creative 947,CMP_13,Campaign 2,Carousel,Instagram,16-07-24,25-34,Male,19082,3497,5682.28,327,32341.27
AD_0948,Ad Creative 948,CMP_06,Campaign 3,Video,Facebook,09-07-24,45-54,Male,27730,375,4229.49,350,11440.25
AD_0949,Ad Creative 949,CMP_09,Campaign 6,Image,Facebook,29-07-24,45-54,Female,39113,7396,4197.51,892,26108.34
AD_0950,Ad Creative 950,CMP_16,Campaign 16,Video,Instagram,12-07-24,55+,Female,98730,4864,1986.45,168,15922.16
AD_0951,Ad Creative 951,CMP_19,Campaign 20,Video,Instagram,22-07-24,35-44,Male,1311,1148,8937.85,801,22324.19
AD_0952,Ad Creative 952,CMP_04,Campaign 14,Carousel,Facebook,15-07-24,25-34,All,19737,7514,1475.29,956,83924.49
AD_0953,Ad Creative 953,CMP_07,Campaign 14,Video,Instagram,07-07-24,35-44,Male,58904,9476,365.34,99,7634.25
AD_0954,Ad Creative 954,CMP_01,Campaign 10,Carousel,Facebook,23-07-24,45-54,All,25065,9450,144.2,978,81408.86
AD_0955,Ad Creative 955,CMP_14,Campaign 17,Carousel,Facebook,30-07-24,25-34,Female,59778,6783,3517.61,420,35505.43
AD_0956,Ad Creative 956,CMP_14,Campaign 13,Carousel,Instagram,21-07-24,35-44,All,56159,6113,5527.76,181,4459.68
AD_0957,Ad Creative 957,CMP_01,Campaign 20,Text,Facebook,16-07-24,55+,All,81323,1625,8059.49,89,1721.53
AD_0958,Ad Creative 958,CMP_10,Campaign 14,Video,Facebook,25-07-24,45-54,All,13078,7276,5812.55,515,6662.66
AD_0959,Ad Creative 959,CMP_12,Campaign 15,Text,Instagram,01-07-24,35-44,Male,49958,1875,8563.5,200,19109.93
AD_0960,Ad Creative 960,CMP_14,Campaign 8,Image,Instagram,02-07-24,18-24,Male,66537,4646,8796.13,274,9262.55
AD_0961,Ad Creative 961,CMP_20,Campaign 11,Carousel,Facebook,31-07-24,55+,Female,20113,6134,8167.16,860,72070.66
AD_0962,Ad Creative 962,CMP_13,Campaign 2,Text,Facebook,31-07-24,45-54,All,31707,9105,3913.93,996,65202.26
AD_0963,Ad Creative 963,CMP_08,Campaign 4,Video,Facebook,21-07-24,55+,Female,22779,6604,3181.59,925,22440.43
AD_0964,Ad Creative 964,CMP_07,Campaign 3,Image,Facebook,14-07-24,18-24,All,99909,4263,5529.28,857,81743.25
AD_0965,Ad Creative 965,CMP_03,Campaign 19,Text,Facebook,24-07-24,25-34,Female,77773,2507,6181.19,28,1650.05
AD_0966,Ad Creative 966,CMP_10,Campaign 7,Video,Instagram,25-07-24,35-44,All,83170,5867,2397.6,191,17345.06
AD_0967,Ad Creative 967,CMP_19,Campaign 4,Image,Instagram,30-07-24,55+,Male,6792,2252,9349.79,84,5583.43
AD_0968,Ad Creative 968,CMP_03,Campaign 16,Carousel,Facebook,13-07-24,18-24,Female,14044,2323,2620.32,289,7588.13
AD_0969,Ad Creative 969,CMP_07,Campaign 14,Text,Instagram,21-07-24,45-54,Male,2887,1694,4865.43,75,4973.36
AD_0970,Ad Creative 970,CMP_20,Campaign 2,Image,Instagram,12-07-24,45-54,All,23577,4894,9036.43,10,693.7
AD_0971,Ad Creative 971,CMP_04,Campaign 7,Image,Facebook,17-07-24,55+,Male,78652,8953,1584.3,5,383.76
AD_0972,Ad Creative 972,CMP_05,Campaign 8,Image,Facebook,09-07-24,35-44,Female,28361,5978,8985.77,117,1480.61
AD_0973,Ad Creative 973,CMP_15,Campaign 16,Text,Instagram,30-07-24,25-34,Female,26124,1506,7080.98,356,24447.66
AD_0974,Ad Creative 974,CMP_13,Campaign 4,Carousel,Facebook,26-07-24,25-34,All,22680,3242,8460.43,703,52419.65
AD_0975,Ad Creative 975,CMP_09,Campaign 11,Image,Instagram,14-07-24,25-34,All,63951,7101,4461.85,904,57557.39
AD_0976,Ad Creative 976,CMP_06,Campaign 2,Carousel,Instagram,10-07-24,55+,All,46267,6126,6327.17,919,14505.46
AD_0977,Ad Creative 977,CMP_11,Campaign 14,Video,Instagram,08-07-24,18-24,Male,69543,5771,299.88,407,10659.89
AD_0978,Ad Creative 978,CMP_01,Campaign 11,Image,Instagram,07-07-24,45-54,All,86118,6089,1450.82,380,14554.29
AD_0979,Ad Creative 979,CMP_07,Campaign 17,Video,Facebook,18-07-24,35-44,All,42157,3811,662.82,575,20427.04
AD_0980,Ad Creative 980,CMP_14,Campaign 11,Carousel,Facebook,07-07-24,18-24,Female,79689,1225,8926.69,587,28151.06
AD_0981,Ad Creative 981,CMP_06,Campaign 20,Carousel,Instagram,08-07-24,55+,Male,65369,766,4212.66,281,5948.3
AD_0982,Ad Creative 982,CMP_13,Campaign 2,Image,Instagram,21-07-24,18-24,Male,37370,292,9116.48,2,71.19
AD_0983,Ad Creative 983,CMP_09,Campaign 11,Carousel,Instagram,03-07-24,55+,Female,61599,1558,8025.23,849,63753.81
AD_0984,Ad Creative 984,CMP_16,Campaign 4,Carousel,Facebook,01-07-24,25-34,Male,64735,771,2984.79,402,39619.92
AD_0985,Ad Creative 985,CMP_14,Campaign 8,Video,Facebook,07-07-24,35-44,All,1372,284,9935.41,53,4638.82
AD_0986,Ad Creative 986,CMP_02,Campaign 10,Image,Instagram,11-07-24,55+,Female,657,53,8833.25,16,222.03
AD_0987,Ad Creative 987,CMP_05,Campaign 11,Video,Instagram,21-07-24,45-54,All,35387,2790,1378.06,947,48734.93
AD_0988,Ad Creative 988,CMP_16,Campaign 9,Carousel,Instagram,08-07-24,18-24,Female,16049,8548,2405.61,540,28627.24
AD_0989,Ad Creative 989,CMP_07,Campaign 3,Image,Instagram,02-07-24,25-34,Male,38838,1356,5585.37,361,31969.62
AD_0990,Ad Creative 990,CMP_04,Campaign 11,Video,Instagram,25-07-24,35-44,All,87893,3541,8185.21,479,12891.12
AD_0991,Ad Creative 991,CMP_08,Campaign 12,Text,Instagram,28-07-24,55+,All,59519,2523,5045.36,868,80091.47
AD_0992,Ad Creative 992,CMP_10,Campaign 19,Image,Facebook,15-07-24,18-24,All,26620,6556,686.86,192,9231.06
AD_0993,Ad Creative 993,CMP_01,Campaign 16,Text,Instagram,09-07-24,18-24,All,14454,3941,8941.03,16,429.32
AD_0994,Ad Creative 994,CMP_14,Campaign 17,Carousel,Facebook,15-07-24,35-44,Female,11028,5806,2121.05,441,20164.07
AD_0995,Ad Creative 995,CMP_07,Campaign 10,Video,Instagram,06-07-24,55+,Female,12830,805,3825.53,664,62098.47
AD_0996,Ad Creative 996,CMP_02,Campaign 8,Image,Facebook,04-07-24,18-24,Male,69420,9952,5186.43,505,10012.44
AD_0997,Ad Creative 997,CMP_08,Campaign 20,Text,Instagram,13-07-24,18-24,Male,75406,4361,658.94,244,4658.66
AD_0998,Ad Creative 998,CMP_12,Campaign 10,Carousel,Facebook,04-07-24,25-34,All,96206,4395,2057.45,507,40922.75
AD_0999,Ad Creative 999,CMP_08,Campaign 6,Carousel,Facebook,06-07-24,25-34,Female,91822,7811,3053.59,756,69249.67
AD_1000,Ad Creative 1000,CMP_11,Campaign 1,Video,Instagram,29-07-24,18-24,Male,59676,2323,127.84,985,51923.35
